Date,Вирус клещевого энцефалита(кач) РНК,Вирус клещевого энцефалита(кач) РНКprob,Borrelia miyamotoi (кач) ДНК,Borrelia miyamotoi (кач) ДНКprob,Ehrlichia muris/chaffeеnsis(кач) ДНК,Ehrlichia muris/chaffeеnsis(кач) ДНКprob,Anaplasma Phagocytophillum(кач) ДНК,Anaplasma Phagocytophillum(кач) ДНКprob,Borrelia burgdorferi s.l (кач) ДНК,Borrelia burgdorferi s.l (кач) ДНКprob,region,Borrelia miyamotoi (кач) ДНКprob_1,Anaplasma Phagocytophillum(кач) ДНКprob_1,Ehrlichia muris/chaffeеnsis(кач) ДНКprob_1,Borrelia burgdorferi s.l (кач) ДНКprob_1,Вирус клещевого энцефалита(кач) РНКprob_1
2019-09-18,45,0,6,0,22,0,22,0,45,1,Челябинская обл ,0.0,0.0,0.0,0.022222222222222223,0.0
2019-09-19,21,0,5,0,10,0,10,0,21,1,Челябинская обл ,0.0,0.0,0.0,0.047619047619047616,0.0
2019-09-20,28,0,5,0,17,0,17,0,28,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-21,21,1,4,0,11,0,11,0,21,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.047619047619047616
2019-09-22,33,0,6,0,23,0,23,0,33,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-23,41,0,7,0,25,0,25,0,41,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-24,25,0,5,0,15,0,15,0,25,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-25,17,0,1,0,6,0,6,0,17,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-26,8,0,4,0,7,0,7,0,8,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-27,9,0,2,0,5,0,5,0,9,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-28,5,0,1,0,4,0,4,0,5,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-29,8,0,1,0,3,0,3,0,7,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-09-30,12,0,2,0,6,0,6,0,13,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-01,17,0,4,0,9,1,9,0,17,0,Челябинская обл ,0.0,0.0,0.1111111111111111,0.0,0.0
2019-10-02,18,1,4,0,12,0,12,0,18,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.05555555555555555
2019-10-03,14,0,3,0,8,0,8,0,14,2,Челябинская обл ,0.0,0.0,0.0,0.14285714285714285,0.0
2019-10-04,15,0,6,0,12,0,12,0,15,1,Челябинская обл ,0.0,0.0,0.0,0.06666666666666667,0.0
2019-10-05,14,0,3,0,6,0,6,0,14,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-06,27,0,6,0,19,0,19,0,26,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-07,59,0,12,0,37,1,37,0,59,0,Челябинская обл ,0.0,0.0,0.02702702702702703,0.0,0.0
2019-10-08,24,0,6,0,16,0,16,0,24,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-09,18,0,3,0,12,0,12,0,18,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-10,10,0,2,0,6,0,6,0,9,1,Челябинская обл ,0.0,0.0,0.0,0.1111111111111111,0.0
2019-10-11,11,0,2,0,7,0,7,0,11,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-12,4,0,0,0,2,0,2,0,4,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-13,9,0,3,0,4,0,4,0,8,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-14,10,0,2,0,7,0,7,0,9,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-15,5,0,0,0,2,0,2,0,5,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-16,4,0,0,0,0,0,0,0,4,0,Челябинская обл ,,,,0.0,0.0
2019-10-17,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2019-10-18,3,0,0,0,1,0,1,0,3,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-19,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-20,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2019-10-21,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-22,5,0,0,0,0,0,0,0,5,0,Челябинская обл ,,,,0.0,0.0
2019-10-23,2,0,1,0,1,0,1,0,2,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-24,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2019-10-25,2,0,0,0,1,0,1,0,2,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-26,2,0,0,0,2,0,2,0,2,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-10-28,5,0,4,0,5,0,5,0,5,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-10-29,3,0,0,0,2,0,2,0,3,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-30,3,0,0,0,1,0,1,0,3,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-10-31,2,0,0,0,2,0,2,0,2,1,Челябинская обл ,,0.0,0.0,0.5,0.0
2019-11-01,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2019-11-02,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-11-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-04,2,0,0,0,0,0,0,0,2,0,Челябинская обл ,,,,0.0,0.0
2019-11-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-06,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2019-11-07,3,0,2,0,2,0,2,0,3,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-11-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-24,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2019-11-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-11-30,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-03,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2019-12-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-05,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2019-12-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-30,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2019-12-31,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-10,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2020-01-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-30,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-01-31,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-03,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-16,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-20,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-21,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-28,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-02-29,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-01,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-02,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-03,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2020-03-04,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-05,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-06,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-07,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-08,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-09,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-10,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-11,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-12,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-13,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-14,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-15,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-16,3,0,2,0,3,0,3,0,3,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-03-17,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-18,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-19,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-20,1,0,0,0,1,0,1,0,1,0,Челябинская обл ,,0.0,0.0,0.0,0.0
2020-03-21,1,0,1,0,1,0,1,0,1,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-03-22,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-23,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-24,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-25,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-26,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-27,0,0,0,0,0,0,0,0,0,0,Челябинская обл ,,,,,
2020-03-28,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2020-03-29,1,0,0,0,0,0,0,0,1,0,Челябинская обл ,,,,0.0,0.0
2020-03-30,11,0,3,0,6,0,6,0,11,1,Челябинская обл ,0.0,0.0,0.0,0.09090909090909091,0.0
2020-03-31,13,0,4,0,6,0,6,0,13,1,Челябинская обл ,0.0,0.0,0.0,0.07692307692307693,0.0
2020-04-01,22,0,9,1,17,0,17,0,22,0,Челябинская обл ,0.1111111111111111,0.0,0.0,0.0,0.0
2020-04-02,18,0,5,0,11,0,11,0,18,3,Челябинская обл ,0.0,0.0,0.0,0.16666666666666666,0.0
2020-04-03,16,0,5,0,12,0,12,0,15,1,Челябинская обл ,0.0,0.0,0.0,0.06666666666666667,0.0
2020-04-04,13,0,5,0,9,0,9,0,13,1,Челябинская обл ,0.0,0.0,0.0,0.07692307692307693,0.0
2020-04-05,18,0,8,1,13,0,13,0,18,0,Челябинская обл ,0.125,0.0,0.0,0.0,0.0
2020-04-06,39,0,9,0,23,1,23,0,38,8,Челябинская обл ,0.0,0.0,0.043478260869565216,0.21052631578947367,0.0
2020-04-07,27,0,5,0,11,0,11,0,27,3,Челябинская обл ,0.0,0.0,0.0,0.1111111111111111,0.0
2020-04-08,20,0,4,0,6,0,6,0,20,3,Челябинская обл ,0.0,0.0,0.0,0.15,0.0
2020-04-09,11,0,2,0,5,0,5,0,10,0,Челябинская обл ,0.0,0.0,0.0,0.0,0.0
2020-04-10,8,0,2,0,5,0,5,0,8,1,Челябинская обл ,0.0,0.0,0.0,0.125,0.0
2020-04-11,17,0,6,0,7,0,7,0,17,4,Челябинская обл ,0.0,0.0,0.0,0.23529411764705882,0.0
2020-04-12,48,2,15,2,31,0,31,0,48,8,Челябинская обл ,0.13333333333333333,0.0,0.0,0.16666666666666666,0.041666666666666664
2020-04-13,83,0,15,0,40,0,40,0,83,10,Челябинская обл ,0.0,0.0,0.0,0.12048192771084337,0.0
2020-04-14,62,0,12,1,35,1,35,0,62,14,Челябинская обл ,0.08333333333333333,0.0,0.02857142857142857,0.22580645161290322,0.0
2020-04-15,29,0,7,0,18,0,18,0,29,3,Челябинская обл ,0.0,0.0,0.0,0.10344827586206896,0.0
2020-04-16,39,0,5,0,14,0,14,0,39,7,Челябинская обл ,0.0,0.0,0.0,0.1794871794871795,0.0
2020-04-17,63,0,23,0,36,0,36,0,64,10,Челябинская обл ,0.0,0.0,0.0,0.15625,0.0
2020-04-18,40,0,10,1,24,0,24,0,40,5,Челябинская обл ,0.1,0.0,0.0,0.125,0.0
2020-04-19,42,0,7,0,26,0,26,0,42,10,Челябинская обл ,0.0,0.0,0.0,0.23809523809523808,0.0
2020-04-20,93,0,20,1,54,1,54,0,93,13,Челябинская обл ,0.05,0.0,0.018518518518518517,0.13978494623655913,0.0
2020-04-21,78,0,15,1,43,1,43,0,78,15,Челябинская обл ,0.06666666666666667,0.0,0.023255813953488372,0.19230769230769232,0.0
2020-04-22,87,1,24,0,50,1,50,0,88,20,Челябинская обл ,0.0,0.0,0.02,0.22727272727272727,0.011494252873563218
2020-04-23,84,1,20,1,46,0,46,0,84,14,Челябинская обл ,0.05,0.0,0.0,0.16666666666666666,0.011904761904761904
2020-04-24,62,2,11,0,32,2,32,0,63,19,Челябинская обл ,0.0,0.0,0.0625,0.30158730158730157,0.03225806451612903
2020-04-25,49,0,17,1,35,0,35,0,49,8,Челябинская обл ,0.058823529411764705,0.0,0.0,0.16326530612244897,0.0
2020-04-26,47,0,11,0,31,1,31,0,47,9,Челябинская обл ,0.0,0.0,0.03225806451612903,0.19148936170212766,0.0
2020-04-27,190,1,37,2,113,2,113,0,189,53,Челябинская обл ,0.05405405405405406,0.0,0.017699115044247787,0.2804232804232804,0.005263157894736842
2020-04-28,165,0,32,4,105,2,105,4,164,31,Челябинская обл ,0.125,0.0380952380952381,0.01904761904761905,0.18902439024390244,0.0
2020-04-29,195,1,31,3,122,1,122,1,192,38,Челябинская обл ,0.0967741935483871,0.00819672131147541,0.00819672131147541,0.19791666666666666,0.005128205128205128
2020-04-30,155,0,23,0,89,0,89,0,155,26,Челябинская обл ,0.0,0.0,0.0,0.16774193548387098,0.0
2020-05-01,102,0,17,1,66,2,66,1,102,22,Челябинская обл ,0.058823529411764705,0.015151515151515152,0.030303030303030304,0.21568627450980393,0.0
2020-05-02,168,1,32,1,114,4,114,1,165,36,Челябинская обл ,0.03125,0.008771929824561403,0.03508771929824561,0.21818181818181817,0.005952380952380952
2020-05-03,191,0,43,3,107,7,107,2,191,53,Челябинская обл ,0.06976744186046512,0.018691588785046728,0.06542056074766354,0.2774869109947644,0.0
2020-05-04,235,1,41,4,143,4,143,0,232,68,Челябинская обл ,0.0975609756097561,0.0,0.027972027972027972,0.29310344827586204,0.00425531914893617
2020-05-05,264,1,55,4,171,2,171,0,261,71,Челябинская обл ,0.07272727272727272,0.0,0.011695906432748537,0.2720306513409962,0.003787878787878788
2020-05-06,297,2,50,5,184,2,184,1,297,86,Челябинская обл ,0.1,0.005434782608695652,0.010869565217391304,0.2895622895622896,0.006734006734006734
2020-05-07,260,0,39,2,164,4,164,0,260,74,Челябинская обл ,0.05128205128205128,0.0,0.024390243902439025,0.2846153846153846,0.0
2020-05-08,214,1,37,1,144,4,144,3,212,65,Челябинская обл ,0.02702702702702703,0.020833333333333332,0.027777777777777776,0.30660377358490565,0.004672897196261682
2020-05-09,156,0,29,0,117,4,117,0,156,48,Челябинская обл ,0.0,0.0,0.03418803418803419,0.3076923076923077,0.0
2020-05-10,251,2,73,1,172,5,172,2,249,69,Челябинская обл ,0.0136986301369863,0.011627906976744186,0.029069767441860465,0.27710843373493976,0.00796812749003984
2020-05-11,377,0,75,3,253,8,253,2,377,116,Челябинская обл ,0.04,0.007905138339920948,0.03162055335968379,0.3076923076923077,0.0
2020-05-12,466,3,94,2,304,14,304,4,462,146,Челябинская обл ,0.02127659574468085,0.013157894736842105,0.046052631578947366,0.31601731601731603,0.006437768240343348
2020-05-13,351,1,53,1,204,2,204,2,350,108,Челябинская обл ,0.018867924528301886,0.00980392156862745,0.00980392156862745,0.30857142857142855,0.002849002849002849
2020-05-14,322,4,61,0,196,5,196,0,320,100,Челябинская обл ,0.0,0.0,0.025510204081632654,0.3125,0.012422360248447204
2020-05-15,302,3,44,0,191,11,191,2,300,102,Челябинская обл ,0.0,0.010471204188481676,0.05759162303664921,0.34,0.009933774834437087
2020-05-16,241,1,31,0,144,4,144,7,237,56,Челябинская обл ,0.0,0.04861111111111111,0.027777777777777776,0.23628691983122363,0.004149377593360996
2020-05-17,287,1,65,0,203,8,203,1,287,85,Челябинская обл ,0.0,0.0049261083743842365,0.03940886699507389,0.2961672473867596,0.003484320557491289
2020-05-18,401,4,70,2,238,18,238,3,401,154,Челябинская обл ,0.02857142857142857,0.012605042016806723,0.07563025210084033,0.38403990024937656,0.00997506234413965
2020-05-19,204,1,35,1,119,0,119,0,204,56,Челябинская обл ,0.02857142857142857,0.0,0.0,0.27450980392156865,0.004901960784313725
2020-05-20,219,0,25,1,133,5,133,5,218,68,Челябинская обл ,0.04,0.03759398496240601,0.03759398496240601,0.3119266055045872,0.0
